identifier,pols_balance
7vwVn1Q64YO0BmSXa5L3BRAjl8maMD,477.0388523
G4oe5E2qnAO9VQSpol0XrYplam6V3k,507.3315951
q28ZBQl1AnWx64S5ml0M4pozDegOJb,2000.068136
akEJwN1dWeYLRXSKwj928Dy3zBvP7K,232.5928651
ogb2YrQ6pJAxlmSb8qLqN8B3eavOml,3000
m7DnNKabZAO9vBSQVP98Myz6J53vWg,253.01
abnJ8mVyM3G0XNSEyWxw5ZR1eDNW7Y,2213.611656
J4bYGKnwlev0K7Sb4m0MkVz1ypR3Ea,169.5670461
2W6DpjGJOPvxdeS3ZrL4mQoyVZzgXK,872.4842801
kQyVE67NM4n9bPSamELeGOW1qX2gYd,143.7314041
MGElwpKZqWk9QvSDVMxy54aoBgbNY2,50
QRlYJBjvXAK9DySq3Bx7VZdmrbqn35,30.15210977
d3a4PpOMYJm0N6Sq7M0D2X5jK8r7kZ,6.6
k3zZjrl5O7Dx3nSM549NnoE1Ye6VbW,1859.487084
n31vZykGbrVLWDSN2V0ojmzlWO42pJ,570.7462414
JwBXD1av6Ed0gAS5P5xANnY2bmOrz7,66.03337949
5WzXM3nZAgyxpoSpVY9er1OGQ2bVd7,24.074
RyXqevdko4N9nySXZk0pP5JA6wVnaj,26.17553187
ElVo5r3QYAdxrJSGnaxZNyJDBvO2mj,3038.69834
YqVAE17ReWB0GZSzYqLMNrKOlj6ZyQ,1
bnMvkYNQ1Elx4rSZYY0q6y2mDrJGVW,141
jMv8OQ3kny40qZS5Yk9Em2AepGVYbD,97.40529489
lnQGwmg5q860PlSQeX0BvjEebzoRZr,3.925704172
aMAq4mz5XQNxaqSwr4x1vPRnbD3EOW,55.33792448
qpzWQ1EX37Z9k5SNR6LPJyabVDAvM5,860.5648715
QvbPdjMEgKyxwVSrWO9OV381GRzBoq,4466.398901
RZPJGME2rVw9eESVO39BzvXn5N3dab,251.009
ylVvMQDzk53xEOSrQy0roweA7J8E1G,79.06248868
ZGyKMre28boL1gS3AB9YWdXJR4j3kE,90
n2qB54ba7DR0A5SaRp0k8ZvJ6lAeow,70.26436096
G6JEOgajVz79MVSPMrx2RXo8yYwM4A,47.80201549
ln8kwomKj3V98PSZYQ9PezE7Q6DMWd,345.5110754
D2QPOjzmeyRLY3SAYq94GXZE57wbnY,600.7621807
jvnOaZbWJ2705GS74Mxg4yAdXRQYwP,11.17068811
GwbdPR2mnDO9m2Sk4QxrA35oeBE8gN,66.06307995
RgWZDmGBOj1L2pSON595PElQw2paAN,37.05746642
aMAq4mz5XQNxaqSwrnx1vPRnbD3EOW,4351.27598
qpzWQ1EX37Z9k5SNRmLPJyabVDAvM5,417.1578442
QvbPdjMEgKyxwVSrW79OV381GRzBoq,127.7825772
RZPJGME2rVw9eESVOG9BzvXn5N3dab,3045.263492
ylVvMQDzk53xEOSrQG0roweA7J8E1G,11.17068811
ZGyKMre28boL1gS3Aj9YWdXJR4j3kE,3290.881043
n2qB54ba7DR0A5SaR80k8ZvJ6lAeow,0.000000001
G6JEOgajVz79MVSPMnx2RXo8yYwM4A,357.1194275
ln8kwomKj3V98PSZYv9PezE7Q6DMWd,19.72024499
D2QPOjzmeyRLY3SAY594GXZE57wbnY,65.0725
jvnOaZbWJ2705GS74Xxg4yAdXRQYwP,17.79298268
GwbdPR2mnDO9m2Sk4wxrA35oeBE8gN,0.000063016
RgWZDmGBOj1L2pSON195PElQw2paAN,118.6364276
VA7ngYQ2WpKxORSZkG9y54PaOj1ZGb,3033.761029
Rvg1Be2r6GaLoOSARNLYKdp4nwmlA7,3009.551683
JGzRrdBgmAlLZWSyvE0PkqpnZwj7oD,0.000053025
PJ548MpQrNX0JjSnqD0eDl6GzbaRqn,8.06
qAbzgR82wre9zlSld8L1OaZEkpyW53,180.3699941
PX5n3wv6qlrxjYS6Aa9Zp2M7VWygda,450
4EYmXOMvlzW07qSG2yxdyZp7JD6Ne8,4
7vwVn1Q64YO0BmSXY4L3BRAjl8maMD,9474.498083
G4oe5E2qnAO9VQSpkN0XrYplam6V3k,40
q28ZBQl1AnWx64S5J50M4pozDegOJb,1000
akEJwN1dWeYLRXSKVa928Dy3zBvP7K,1.175618107
ogb2YrQ6pJAxlmSbDkLqN8B3eavOml,62.42279781
m7DnNKabZAO9vBSQ6N98Myz6J53vWg,73.1233
abnJ8mVyM3G0XNSEKyxw5ZR1eDNW7Y,0.426582079
J4bYGKnwlev0K7Sb3y0MkVz1ypR3Ea,3001
2W6DpjGJOPvxdeS3bbL4mQoyVZzgXK,171.9910575
kQyVE67NM4n9bPSaorLeGOW1qX2gYd,5757.636434
MGElwpKZqWk9QvSDzaxy54aoBgbNY2,3008.245131
QRlYJBjvXAK9DySqoNx7VZdmrbqn35,11.17068811
d3a4PpOMYJm0N6Sq1l0D2X5jK8r7kZ,271.1306805
n31vZykGbrVLWDSNXm0ojmzlWO42pJ,224.9147526
JwBXD1av6Ed0gAS5oqxANnY2bmOrz7,0.000000001
5WzXM3nZAgyxpoSp1e9er1OGQ2bVd7,1007.913141
RyXqevdko4N9nySXwE0pP5JA6wVnaj,251.6325
ElVo5r3QYAdxrJSG4PxZNyJDBvO2mj,125
YqVAE17ReWB0GZSzBXLMNrKOlj6ZyQ,3008.094703
bnMvkYNQ1Elx4rSZRy0q6y2mDrJGVW,2101.800358
jMv8OQ3kny40qZS5kP9Em2AepGVYbD,229.0390768
lnQGwmg5q860PlSQKD0BvjEebzoRZr,0.000410949
aMAq4mz5XQNxaqSwDnx1vPRnbD3EOW,537.0486653
qpzWQ1EX37Z9k5SNkmLPJyabVDAvM5,1501.060219
QvbPdjMEgKyxwVSrl79OV381GRzBoq,1.387
RZPJGME2rVw9eESVWG9BzvXn5N3dab,3165.969184
ylVvMQDzk53xEOSrZG0roweA7J8E1G,3010
ZGyKMre28boL1gS31j9YWdXJR4j3kE,375.1012797
n2qB54ba7DR0A5Sa480k8ZvJ6lAeow,73.78120534
G6JEOgajVz79MVSPEnx2RXo8yYwM4A,7661.44552
ln8kwomKj3V98PSZWv9PezE7Q6DMWd,100
D2QPOjzmeyRLY3SAX594GXZE57wbnY,80
jvnOaZbWJ2705GS7aXxg4yAdXRQYwP,352.8576735
GwbdPR2mnDO9m2SkmwxrA35oeBE8gN,0.00068811
RgWZDmGBOj1L2pSOe195PElQw2paAN,114
jB4nO3YklpELyRSzWO0XNZz8w57M1q,634.5645751
VA7ngYQ2WpKxORSZQG9y54PaOj1ZGb,91.14071801
Rvg1Be2r6GaLoOSAENLYKdp4nwmlA7,179.810835
JGzRrdBgmAlLZWSyPE0PkqpnZwj7oD,0.000010278
PJ548MpQrNX0JjSnND0eDl6GzbaRqn,3000.26396
qAbzgR82wre9zlSlw8L1OaZEkpyW53,3000.400526
PX5n3wv6qlrxjYS6Oa9Zp2M7VWygda,11.17068811
4EYmXOMvlzW07qSGQyxdyZp7JD6Ne8,50.57215765
7vwVn1Q64YO0BmSXo4L3BRAjl8maMD,18.63873917
G4oe5E2qnAO9VQSp4N0XrYplam6V3k,50
q28ZBQl1AnWx64S5Z50M4pozDegOJb,105.1879483
akEJwN1dWeYLRXSKka928Dy3zBvP7K,4.862875908
ogb2YrQ6pJAxlmSbekLqN8B3eavOml,72.47832653
m7DnNKabZAO9vBSQrN98Myz6J53vWg,0.000009603
abnJ8mVyM3G0XNSEQyxw5ZR1eDNW7Y,457.8241912
J4bYGKnwlev0K7Sbay0MkVz1ypR3Ea,45873.52755
2W6DpjGJOPvxdeS3RbL4mQoyVZzgXK,381.9011146
kQyVE67NM4n9bPSarrLeGOW1qX2gYd,20
MGElwpKZqWk9QvSDmaxy54aoBgbNY2,0.000000001
QRlYJBjvXAK9DySq1Nx7VZdmrbqn35,29.1034296
d3a4PpOMYJm0N6SqDl0D2X5jK8r7kZ,0.000050846
k3zZjrl5O7Dx3nSMBy9NnoE1Ye6VbW,677.6519565
n31vZykGbrVLWDSNMm0ojmzlWO42pJ,8
JwBXD1av6Ed0gAS56qxANnY2bmOrz7,11.17068811
5WzXM3nZAgyxpoSpve9er1OGQ2bVd7,230.1142751
RyXqevdko4N9nySXRE0pP5JA6wVnaj,0.000066121
ElVo5r3QYAdxrJSGvPxZNyJDBvO2mj,1537.290304
YqVAE17ReWB0GZSzmXLMNrKOlj6ZyQ,4497.484697
bnMvkYNQ1Elx4rSZVy0q6y2mDrJGVW,260
jMv8OQ3kny40qZS51P9Em2AepGVYbD,781.1637636
lnQGwmg5q860PlSQXD0BvjEebzoRZr,1060.476661
aMAq4mz5XQNxaqSwRnx1vPRnbD3EOW,253.295225
qpzWQ1EX37Z9k5SNMmLPJyabVDAvM5,13431.88172
QvbPdjMEgKyxwVSrQ79OV381GRzBoq,3899.553595
RZPJGME2rVw9eESV4G9BzvXn5N3dab,0.7598
ylVvMQDzk53xEOSraG0roweA7J8E1G,2.683802563
ZGyKMre28boL1gS3wj9YWdXJR4j3kE,250.3230956
n2qB54ba7DR0A5SaE80k8ZvJ6lAeow,4342.100257
G6JEOgajVz79MVSPanx2RXo8yYwM4A,3292.505021
ln8kwomKj3V98PSZ1v9PezE7Q6DMWd,218.4993816
D2QPOjzmeyRLY3SAP594GXZE57wbnY,464.0784541
jvnOaZbWJ2705GS7JXxg4yAdXRQYwP,636.724
GwbdPR2mnDO9m2SkJwxrA35oeBE8gN,142.3293118
RgWZDmGBOj1L2pSOW195PElQw2paAN,13
aMAq4mz5XQNxaqSwRax1vPRnbD3EOW,3025.406859
qpzWQ1EX37Z9k5SNMDLPJyabVDAvM5,108.8332759
QvbPdjMEgKyxwVSrQz9OV381GRzBoq,3005
RZPJGME2rVw9eESV459BzvXn5N3dab,0.000099293
ylVvMQDzk53xEOSraX0roweA7J8E1G,0.440319491
ZGyKMre28boL1gS3wa9YWdXJR4j3kE,7228.310769
n2qB54ba7DR0A5SaEr0k8ZvJ6lAeow,1666.439639
G6JEOgajVz79MVSPaRx2RXo8yYwM4A,2000.63987
ln8kwomKj3V98PSZ169PezE7Q6DMWd,0.000000001
D2QPOjzmeyRLY3SAO294GXZE57wbnY,0.3653859
jvnOaZbWJ2705GS727xg4yAdXRQYwP,422.0153066
GwbdPR2mnDO9m2Sk1axrA35oeBE8gN,81.48851637
RgWZDmGBOj1L2pSOpJ95PElQw2paAN,75.1012898
jB4nO3YklpELyRSzya0XNZz8w57M1q,11.05316844
VA7ngYQ2WpKxORSZ4K9y54PaOj1ZGb,11.17068811
Rvg1Be2r6GaLoOSAjRLYKdp4nwmlA7,250.1272642
JGzRrdBgmAlLZWSyVP0PkqpnZwj7oD,0.901090051
PJ548MpQrNX0JjSn6g0eDl6GzbaRqn,687.7562474
qAbzgR82wre9zlSlNNL1OaZEkpyW53,0.527801573
PX5n3wv6qlrxjYS6qz9Zp2M7VWygda,151.7212515
4EYmXOMvlzW07qSGzDxdyZp7JD6Ne8,100
7vwVn1Q64YO0BmSXqvL3BRAjl8maMD,3000
G4oe5E2qnAO9VQSpA50XrYplam6V3k,250.4442
q28ZBQl1AnWx64S5vB0M4pozDegOJb,1000
akEJwN1dWeYLRXSK3b928Dy3zBvP7K,73.64076733
ogb2YrQ6pJAxlmSbQwLqN8B3eavOml,575.0784693
m7DnNKabZAO9vBSQzB98Myz6J53vWg,386.6609904
abnJ8mVyM3G0XNSEGrxw5ZR1eDNW7Y,376.4161642
J4bYGKnwlev0K7SbjZ0MkVz1ypR3Ea,5.750916752
2W6DpjGJOPvxdeS3aQL4mQoyVZzgXK,250.1939277
kQyVE67NM4n9bPSaOKLeGOW1qX2gYd,25.40908274
d3a4PpOMYJm0N6Sqom0D2X5jK8r7kZ,143.1101575
k3zZjrl5O7Dx3nSMWE9NnoE1Ye6VbW,11.17068811
n31vZykGbrVLWDSN4w0ojmzlWO42pJ,121.8291519
JwBXD1av6Ed0gAS5YKxANnY2bmOrz7,1350.342636
5WzXM3nZAgyxpoSpnM9er1OGQ2bVd7,11.17068811
RyXqevdko4N9nySX5g0pP5JA6wVnaj,10192.10287
ElVo5r3QYAdxrJSGqAxZNyJDBvO2mj,0.00009367152281
YqVAE17ReWB0GZSzrjLMNrKOlj6ZyQ,3044.731281
bnMvkYNQ1Elx4rSZAk0q6y2mDrJGVW,565.471614
jMv8OQ3kny40qZS5vJ9Em2AepGVYbD,89.99511758
lnQGwmg5q860PlSQzl0BvjEebzoRZr,551.5163323
aMAq4mz5XQNxaqSw4ax1vPRnbD3EOW,250
qpzWQ1EX37Z9k5SNYDLPJyabVDAvM5,1413.947186
QvbPdjMEgKyxwVSrEz9OV381GRzBoq,184.6396332
RZPJGME2rVw9eESVp59BzvXn5N3dab,272.7353081
ylVvMQDzk53xEOSrpX0roweA7J8E1G,3131.881571
ZGyKMre28boL1gS3ya9YWdXJR4j3kE,229.2145529
n2qB54ba7DR0A5SaWr0k8ZvJ6lAeow,51.29638389
G6JEOgajVz79MVSPwRx2RXo8yYwM4A,3001
ln8kwomKj3V98PSZG69PezE7Q6DMWd,339.4463349
D2QPOjzmeyRLY3SA1294GXZE57wbnY,3000
jvnOaZbWJ2705GS7Y7xg4yAdXRQYwP,1272.89787
GwbdPR2mnDO9m2SkYaxrA35oeBE8gN,522.3343954
RgWZDmGBOj1L2pSOjJ95PElQw2paAN,5600
jB4nO3YklpELyRSzPa0XNZz8w57M1q,39549.57719
VA7ngYQ2WpKxORSZNK9y54PaOj1ZGb,53.30044267
Rvg1Be2r6GaLoOSAoRLYKdp4nwmlA7,256.4810162
JGzRrdBgmAlLZWSyNP0PkqpnZwj7oD,1007.481312
PJ548MpQrNX0JjSnzg0eDl6GzbaRqn,1325.209369
qAbzgR82wre9zlSlnNL1OaZEkpyW53,673.7257829
PX5n3wv6qlrxjYS6zz9Zp2M7VWygda,11.17068811
4EYmXOMvlzW07qSGnDxdyZp7JD6Ne8,1543.773148
7vwVn1Q64YO0BmSXAvL3BRAjl8maMD,106.4817748
G4oe5E2qnAO9VQSpZ50XrYplam6V3k,3000
q28ZBQl1AnWx64S5XB0M4pozDegOJb,21.23298918
akEJwN1dWeYLRXSKlb928Dy3zBvP7K,250
ogb2YrQ6pJAxlmSb7wLqN8B3eavOml,250.6963302
m7DnNKabZAO9vBSQDB98Myz6J53vWg,17.05969667
abnJ8mVyM3G0XNSEgrxw5ZR1eDNW7Y,250
J4bYGKnwlev0K7SbJZ0MkVz1ypR3Ea,400.9778089
2W6DpjGJOPvxdeS3AQL4mQoyVZzgXK,69.19075789
kQyVE67NM4n9bPSaqKLeGOW1qX2gYd,9532.677031
MGElwpKZqWk9QvSDBWxy54aoBgbNY2,250
QRlYJBjvXAK9DySqN6x7VZdmrbqn35,11.17068811
d3a4PpOMYJm0N6Sq8m0D2X5jK8r7kZ,5770.969507
k3zZjrl5O7Dx3nSMkE9NnoE1Ye6VbW,3018.511697
n31vZykGbrVLWDSN6w0ojmzlWO42pJ,30
JwBXD1av6Ed0gAS5MKxANnY2bmOrz7,500
5WzXM3nZAgyxpoSpZM9er1OGQ2bVd7,11.17068811
RyXqevdko4N9nySXzg0pP5JA6wVnaj,2477.09995
ElVo5r3QYAdxrJSGDAxZNyJDBvO2mj,255.2783792
YqVAE17ReWB0GZSzkjLMNrKOlj6ZyQ,228.4632229
bnMvkYNQ1Elx4rSZDk0q6y2mDrJGVW,257.8346663
jMv8OQ3kny40qZS5XJ9Em2AepGVYbD,316.8299076
lnQGwmg5q860PlSQol0BvjEebzoRZr,120
aMAq4mz5XQNxaqSw7ax1vPRnbD3EOW,1504.609492
qpzWQ1EX37Z9k5SN6DLPJyabVDAvM5,250.1302798
QvbPdjMEgKyxwVSrvz9OV381GRzBoq,290.3090861
RZPJGME2rVw9eESVk59BzvXn5N3dab,74.43183848
ylVvMQDzk53xEOSrlX0roweA7J8E1G,0.000404434
ZGyKMre28boL1gS3Oa9YWdXJR4j3kE,250.0000948
n2qB54ba7DR0A5SaJr0k8ZvJ6lAeow,2872.909407
G6JEOgajVz79MVSPJRx2RXo8yYwM4A,130.1043158
ln8kwomKj3V98PSZj69PezE7Q6DMWd,2424.242375
D2QPOjzmeyRLY3SAd294GXZE57wbnY,3000
jvnOaZbWJ2705GS7p7xg4yAdXRQYwP,3040.985038
GwbdPR2mnDO9m2SkBaxrA35oeBE8gN,1247.879431
RgWZDmGBOj1L2pSOaJ95PElQw2paAN,206.0933969
aMAq4mz5XQNxaqSwMJx1vPRnbD3EOW,154.6519906
qpzWQ1EX37Z9k5SN7KLPJyabVDAvM5,847.9105047
QvbPdjMEgKyxwVSrOW9OV381GRzBoq,60.72201668
RZPJGME2rVw9eESVmW9BzvXn5N3dab,1091.102228
ylVvMQDzk53xEOSrea0roweA7J8E1G,0.0000594
ZGyKMre28boL1gS3by9YWdXJR4j3kE,9031.317635
n2qB54ba7DR0A5SaNJ0k8ZvJ6lAeow,450
G6JEOgajVz79MVSPkkx2RXo8yYwM4A,3000
ln8kwomKj3V98PSZgo9PezE7Q6DMWd,3
D2QPOjzmeyRLY3SAdy94GXZE57wbnY,137.2673288
jvnOaZbWJ2705GS7pyxg4yAdXRQYwP,3000.967405
GwbdPR2mnDO9m2SkBqxrA35oeBE8gN,16.41908041
RgWZDmGBOj1L2pSOaq95PElQw2paAN,100
jB4nO3YklpELyRSzEB0XNZz8w57M1q,250
VA7ngYQ2WpKxORSZDv9y54PaOj1ZGb,1446.358452
Rvg1Be2r6GaLoOSA3OLYKdp4nwmlA7,7.1341
JGzRrdBgmAlLZWSymg0PkqpnZwj7oD,3500
PJ548MpQrNX0JjSnZM0eDl6GzbaRqn,127.5976772
qAbzgR82wre9zlSlbPL1OaZEkpyW53,5000
PX5n3wv6qlrxjYS6pX9Zp2M7VWygda,172.6440313
4EYmXOMvlzW07qSGDwxdyZp7JD6Ne8,250.0568132
7vwVn1Q64YO0BmSXkbL3BRAjl8maMD,3134.859912
G4oe5E2qnAO9VQSpVY0XrYplam6V3k,191.1120205
q28ZBQl1AnWx64S5Pk0M4pozDegOJb,699.2756882
akEJwN1dWeYLRXSKJZ928Dy3zBvP7K,3027.463847
ogb2YrQ6pJAxlmSbojLqN8B3eavOml,3253.411245
m7DnNKabZAO9vBSQlE98Myz6J53vWg,85.87
abnJ8mVyM3G0XNSEJVxw5ZR1eDNW7Y,1049.5283
J4bYGKnwlev0K7SbpR0MkVz1ypR3Ea,25.01183628
2W6DpjGJOPvxdeS34nL4mQoyVZzgXK,1550.0304
kQyVE67NM4n9bPSazDLeGOW1qX2gYd,49.68554909
MGElwpKZqWk9QvSDJOxy54aoBgbNY2,3100
QRlYJBjvXAK9DySq4Vx7VZdmrbqn35,7.0039
d3a4PpOMYJm0N6SqlV0D2X5jK8r7kZ,1781.888393
k3zZjrl5O7Dx3nSMQ19NnoE1Ye6VbW,445.094588
n31vZykGbrVLWDSNJb0ojmzlWO42pJ,200.1706005
JwBXD1av6Ed0gAS5JaxANnY2bmOrz7,11.17068811
5WzXM3nZAgyxpoSpmW9er1OGQ2bVd7,470.5032752
RyXqevdko4N9nySXNY0pP5JA6wVnaj,1627.865143
ElVo5r3QYAdxrJSG5XxZNyJDBvO2mj,3000.000557
YqVAE17ReWB0GZSz5oLMNrKOlj6ZyQ,313.0657576
bnMvkYNQ1Elx4rSZrZ0q6y2mDrJGVW,7.699373577
jMv8OQ3kny40qZS5Bn9Em2AepGVYbD,256.6
lnQGwmg5q860PlSQrk0BvjEebzoRZr,19.14431409
aMAq4mz5XQNxaqSwkJx1vPRnbD3EOW,3004.343358
qpzWQ1EX37Z9k5SNrKLPJyabVDAvM5,11263.11377
QvbPdjMEgKyxwVSrZW9OV381GRzBoq,0.000066176
RZPJGME2rVw9eESV3W9BzvXn5N3dab,11.17068811
ylVvMQDzk53xEOSrwa0roweA7J8E1G,868.3444853
ZGyKMre28boL1gS3my9YWdXJR4j3kE,90
n2qB54ba7DR0A5SaeJ0k8ZvJ6lAeow,146.7443487
G6JEOgajVz79MVSPpkx2RXo8yYwM4A,1004.722853
ln8kwomKj3V98PSZoo9PezE7Q6DMWd,0.588109583
D2QPOjzmeyRLY3SA6y94GXZE57wbnY,387.6771243
jvnOaZbWJ2705GS7Gyxg4yAdXRQYwP,582.0433791
GwbdPR2mnDO9m2SknqxrA35oeBE8gN,404.630529
RgWZDmGBOj1L2pSO2q95PElQw2paAN,0.609687884
jB4nO3YklpELyRSzmB0XNZz8w57M1q,300.9577029
VA7ngYQ2WpKxORSZrv9y54PaOj1ZGb,255.6857197
Rvg1Be2r6GaLoOSA5OLYKdp4nwmlA7,74.6430812
JGzRrdBgmAlLZWSyMg0PkqpnZwj7oD,100
PJ548MpQrNX0JjSn8M0eDl6GzbaRqn,101.0968107
qAbzgR82wre9zlSlXPL1OaZEkpyW53,37.46133338
PX5n3wv6qlrxjYS6rX9Zp2M7VWygda,1177.532725
4EYmXOMvlzW07qSGBwxdyZp7JD6Ne8,93.61985287
7vwVn1Q64YO0BmSXvbL3BRAjl8maMD,11.17068811
G4oe5E2qnAO9VQSpzY0XrYplam6V3k,11.17068811
q28ZBQl1AnWx64S5Qk0M4pozDegOJb,100.5746564
akEJwN1dWeYLRXSKnZ928Dy3zBvP7K,87.88813374
ogb2YrQ6pJAxlmSbBjLqN8B3eavOml,1000
m7DnNKabZAO9vBSQWE98Myz6J53vWg,250
abnJ8mVyM3G0XNSEBVxw5ZR1eDNW7Y,109.0725029
J4bYGKnwlev0K7SbGR0MkVz1ypR3Ea,46
2W6DpjGJOPvxdeS3dnL4mQoyVZzgXK,36.09844847
kQyVE67NM4n9bPSajDLeGOW1qX2gYd,0.000007077
MGElwpKZqWk9QvSD4Oxy54aoBgbNY2,100
QRlYJBjvXAK9DySq2Vx7VZdmrbqn35,12.65
d3a4PpOMYJm0N6SqzV0D2X5jK8r7kZ,234.6566103
k3zZjrl5O7Dx3nSMy19NnoE1Ye6VbW,289.8184218
n31vZykGbrVLWDSNRb0ojmzlWO42pJ,554.9322577
JwBXD1av6Ed0gAS58axANnY2bmOrz7,443.2259813
5WzXM3nZAgyxpoSpwW9er1OGQ2bVd7,8
RyXqevdko4N9nySX6Y0pP5JA6wVnaj,3001
ElVo5r3QYAdxrJSGEXxZNyJDBvO2mj,3001
YqVAE17ReWB0GZSzQoLMNrKOlj6ZyQ,0.00068811
bnMvkYNQ1Elx4rSZwZ0q6y2mDrJGVW,300.6701256
jMv8OQ3kny40qZS5Gn9Em2AepGVYbD,1
lnQGwmg5q860PlSQEk0BvjEebzoRZr,156.2131217
aMAq4mz5XQNxaqSwVJx1vPRnbD3EOW,67.63555996
qpzWQ1EX37Z9k5SNXKLPJyabVDAvM5,32.1384
QvbPdjMEgKyxwVSrKW9OV381GRzBoq,0.162654819
RZPJGME2rVw9eESVQW9BzvXn5N3dab,472.5200746
ylVvMQDzk53xEOSrya0roweA7J8E1G,11.17068811
ZGyKMre28boL1gS32y9YWdXJR4j3kE,534.3883164
n2qB54ba7DR0A5SaPJ0k8ZvJ6lAeow,145.113
G6JEOgajVz79MVSPBkx2RXo8yYwM4A,9.321803205
ln8kwomKj3V98PSZko9PezE7Q6DMWd,11.17068811
D2QPOjzmeyRLY3SAyy94GXZE57wbnY,180.2884442
jvnOaZbWJ2705GS7eyxg4yAdXRQYwP,665.4865648
GwbdPR2mnDO9m2SkXqxrA35oeBE8gN,807.3974501
RgWZDmGBOj1L2pSOyq95PElQw2paAN,300
aMAq4mz5XQNxaqSwVqx1vPRnbD3EOW,49.78815345
qpzWQ1EX37Z9k5SNX3LPJyabVDAvM5,3000.316496
QvbPdjMEgKyxwVSrK69OV381GRzBoq,34.1523924
RZPJGME2rVw9eESVQg9BzvXn5N3dab,80.25741468
ylVvMQDzk53xEOSryE0roweA7J8E1G,33.1233
ZGyKMre28boL1gS3259YWdXJR4j3kE,369.1176169
n2qB54ba7DR0A5SaPd0k8ZvJ6lAeow,600
G6JEOgajVz79MVSPBDx2RXo8yYwM4A,0.000196799
ln8kwomKj3V98PSZkE9PezE7Q6DMWd,500.3408572
D2QPOjzmeyRLY3SAyE94GXZE57wbnY,1070.275331
jvnOaZbWJ2705GS7ezxg4yAdXRQYwP,3000
GwbdPR2mnDO9m2SkX5xrA35oeBE8gN,321.056888
RgWZDmGBOj1L2pSOyw95PElQw2paAN,77.7453252
VA7ngYQ2WpKxORSZe39y54PaOj1ZGb,257.9353315
Rvg1Be2r6GaLoOSAXbLYKdp4nwmlA7,11.17068811
JGzRrdBgmAlLZWSyOp0PkqpnZwj7oD,365.2407154
PJ548MpQrNX0JjSnJj0eDl6GzbaRqn,23.7024264
qAbzgR82wre9zlSlv1L1OaZEkpyW53,101.4822105
PX5n3wv6qlrxjYS6Wj9Zp2M7VWygda,13.25816118
4EYmXOMvlzW07qSG14xdyZp7JD6Ne8,1035.498454
7vwVn1Q64YO0BmSXyML3BRAjl8maMD,516.8726885
G4oe5E2qnAO9VQSp5b0XrYplam6V3k,1
q28ZBQl1AnWx64S56g0M4pozDegOJb,3005
akEJwN1dWeYLRXSKqz928Dy3zBvP7K,1227.389191
ogb2YrQ6pJAxlmSb3nLqN8B3eavOml,11.17068811
m7DnNKabZAO9vBSQbR98Myz6J53vWg,445.0187937
abnJ8mVyM3G0XNSEnpxw5ZR1eDNW7Y,235.5361638
J4bYGKnwlev0K7SbMb0MkVz1ypR3Ea,549.0622935
2W6DpjGJOPvxdeS31ML4mQoyVZzgXK,1002
kQyVE67NM4n9bPSa1GLeGOW1qX2gYd,215.9905398
MGElwpKZqWk9QvSDyGxy54aoBgbNY2,3274.421249
QRlYJBjvXAK9DySqD3x7VZdmrbqn35,2.681959608
d3a4PpOMYJm0N6Sq5G0D2X5jK8r7kZ,0.442304321
k3zZjrl5O7Dx3nSMm89NnoE1Ye6VbW,1106.215416
n31vZykGbrVLWDSNjM0ojmzlWO42pJ,3000
JwBXD1av6Ed0gAS5qYxANnY2bmOrz7,11.17068811
5WzXM3nZAgyxpoSpRZ9er1OGQ2bVd7,0.5
RyXqevdko4N9nySX2N0pP5JA6wVnaj,93.81703856
ElVo5r3QYAdxrJSGKExZNyJDBvO2mj,3000.533937
YqVAE17ReWB0GZSzeQLMNrKOlj6ZyQ,250
bnMvkYNQ1Elx4rSZQQ0q6y2mDrJGVW,288.7851254
jMv8OQ3kny40qZS5NQ9Em2AepGVYbD,376.7919568
lnQGwmg5q860PlSQgA0BvjEebzoRZr,1270.016328
aMAq4mz5XQNxaqSwBqx1vPRnbD3EOW,0.000000001
qpzWQ1EX37Z9k5SNn3LPJyabVDAvM5,1.986231851
QvbPdjMEgKyxwVSrw69OV381GRzBoq,283.2793906
RZPJGME2rVw9eESV8g9BzvXn5N3dab,3852.955286
ylVvMQDzk53xEOSrDE0roweA7J8E1G,595.1398465
ZGyKMre28boL1gS3B59YWdXJR4j3kE,256.0208608
n2qB54ba7DR0A5Samd0k8ZvJ6lAeow,11.17068811
G6JEOgajVz79MVSPXDx2RXo8yYwM4A,250
ln8kwomKj3V98PSZwE9PezE7Q6DMWd,0.000065155
D2QPOjzmeyRLY3SARE94GXZE57wbnY,10.36064618
jvnOaZbWJ2705GS7yzxg4yAdXRQYwP,107.8367379
GwbdPR2mnDO9m2Sk85xrA35oeBE8gN,341.7140117
RgWZDmGBOj1L2pSOVw95PElQw2paAN,253.7467272
jB4nO3YklpELyRSzQG0XNZz8w57M1q,24.10921544
VA7ngYQ2WpKxORSZl39y54PaOj1ZGb,269.155
Rvg1Be2r6GaLoOSADbLYKdp4nwmlA7,4520.106816
JGzRrdBgmAlLZWSyjp0PkqpnZwj7oD,2314.533266
PJ548MpQrNX0JjSnlj0eDl6GzbaRqn,4010.798339
qAbzgR82wre9zlSlg1L1OaZEkpyW53,1000.266905
PX5n3wv6qlrxjYS6mj9Zp2M7VWygda,11.17068811
4EYmXOMvlzW07qSGo4xdyZp7JD6Ne8,11.17
